 title,attribution,book,page,favorite
"Petits Machins","",RealBk2,94,false
"Pfrancing","",ColoBk,126,false
"Pfrancing","",RealBk1,348,false
"Phase Dance","",RealBk2,96,false
"Philly Mignon","",JazzLTD,264,false
"Phoebe's Samba","",HLBook,276,false
"Piano In The Dark","",Standard,343,false
"Picadilly Lilly","",RealBk3,239,false
"Pick Up The Pieces","",Standard,347,false
"Pick Yourself Up","",JazzFake,302,false
"Pick Yourself Up","",RealBk2,95,false
"Pickpocket Blues","",BluesBk,196,false
"Picture Of Health","",JazzLTD,273,false
"Pigalle","",TheBook,437,false
"Pimlico","",Library,203,false
"Ping Pong","",JazzLTD,274,false
"Pinocchio","",RealBk1,349,false
"Pirouette","",Library,98,false
"Pithycanthropus Erectus","",RealBk1,350,false
"Plain Jane","",RealBk1,A10,false
"Played Twice","",JazzLTD,273,false
"Played Twice","",RealBk1,351,false
"Playground","",JazzLTD,275,false
"Plaza Real","",NewReal1,267,false
"Please Don't Talk About Me When I'm Gone","",Standard,351,false
"Please Send Me Someone to Love","",HLBook,279,false
"Please Warm My Wiener","",BluesBk,195,false
"Please","",HLBook,278,false
"Plight","",JazzLTD,276,false
"Ploinciana","",RealBk3,240,false
"Poco Pelo","",TheBook,272,false
"Poinciana","",JazzFake,302,false
"Point Of Return","",RealBk3,241,false
"Police Dog Blues","",BluesBk,200,false
"Polka Dots And Moonbeams","",ColoBk,176,false
"Polka Dots And Moonbeams","",JazzFake,304,false
"Polka Dots And Moonbeams","",RealBk2,297,false
"Polka Dots And Moonbeams","Jimmy Van Heusen, Johnny Burke",openbook jazz standards,124,false
"Pompton Turnpike","",JazzFake,303,false
"Pools","",JazzFake,305,false
"Poor Butterfly","",HLBook,282,false
"Poor Butterfly","",RealBk3,242,false
"Poor Butterfly","Raymond Hubbell, John L. Golden",openbook jazz standards,125,false
"Poor People Of Paris","",TheBook,425,false
"Popo","",Library,99,false
"Port Rico Rock","",JazzLTD,277,false
"Portrait Of Jennie","",RealBk2,298,false
"Portrait Of Tracy","",NewReal1,275,false
"Portsmouth Figurations","",RealBk1,352,false
"Pot Luck","",Library,99,false
"Potato Head Blues","",HLBook,280,false
"Powder Puff","",Library,101,false
"Power Play","",NewReal2,289,false
"Pragression","",RealBk2,299,false
"Prelude To A Kiss","",BluesBk,198,false
"Prelude to a Kiss","",HLBook,282,false
"Prelude To A Kiss","",NewReal3,294,false
"Prelude To A Kiss","",RealBk1,353,false
"Prelude To A Kiss","",TheBook,346,false
"Prelude To A Kiss","Duke Ellington, Irving Gordon and Irving Mills",openbook jazz standards,126,false
"Pretend","",HLBook,284,false
"Pretty Little Poppy","",JazzFake,43,false
"Pretty Young Thing","",NewReal1,281,false
"Prime Rib","",Library,107,false
"Prince Albert","",JazzLTD,278,false
"Prince Albert","",Library,87,false
"Prince Of Darkness","",JazzLTD,265,false
"Prince Of Darkness","",RealBk1,354,false
"Prism","",RealBk3,244,false
"Prodefunctus","",Library,100,false
"Prologue","",EvansBk,54,false
"Promenade","",NewReal1,277,false
"Protecia","",CubanBk1,128,false
"Punjab","",NewReal3,297,false
"Pure Imagination","",HLBook,281,false
"Pure Imagination","",RealBk3,245,false
"Purple Orchids","",HLBook,283,false
"Pursuance","",RealBk2,300,false
"Pussy Cat Dues","",RealBk1,355,false
"Put It Where You Want It","",NewReal1,279,false
"Put On A Happy Face","",JazzFake,305,false
"Put On A Happy Face","",Standard,353,false
"Put On A Happy Face","",TheBook,153,false
"Put Your Little Foot Right Out","",JazzFake,306,false
"Pyramid","",JazzLTD,279,false
"Pyramid","",NewReal3,299,false
"Quadrighia","",TheBook,470,false
"Quando Quando","",TheBook,285,false
"Quartet No. 2 Part 2","",JazzLTD,280,false
"Quasimado","",Library,101,false
"Quasimodo","",JazzFake,308,false
"Question Mark","",NewReal3,302,false
"Quick Step","",JazzLTD,283,false
"Quicksilver","",Library,87,false
"Quicksilver","",NewReal2,293,false
"Quicksilver","",RealBk2,301,false
"Quiereme mucho","",CubanBk1,130,false
"Quiereme y veras","",CubanBk1,132,false
"Quiero hablar contigo","",CubanBk1,134,false
"Quiet Fire","",JazzLTD,281,false
"Quiet Girl","",NewReal2,295,false
"Quiet Nights Of Quiet Stars (Corcovado)","",BluesBk,202,false
"Quiet Nights Of Quiet Stars","",JazzFake,309,false
"Quiet Nights Of Quiet Stars","Antonio Carlos Jobim, Antonio Carlos Jobim, Gene Lees",openbook jazz standards,127,false
"Quiet Nights","",TheBook,253,false
"Quiet Now","",EvansBk,56,false
"Quiet Now","",JazzFake,307,false
"Quiet Now","",RealBk1,356,false
"Quintile","",JazzLTD,282,false
"R.F.K.","",JazzLTD,288,false
"R.J.","",JazzLTD,293,false
"Ragamuffin","",Library,103,false
"Rahsaan's Run","",RealBk3,246,false
"Rain Waltz","",NewReal2,303,false
"Rain","",JazzFake,310,false
"Rainbow Seeker","",JazzLTD,285,false
"Raincheck","",JazzFake,312,false
"Rainland","",NewReal3,303,false
"Ramblin' Rose","",TheBook,392,false
"Ramblin'","",RealBk2,307,false
"Ramblin’ On My Mind","",BluesBk,201,false
"Random Thoughts","",JazzFake,311,false
"Rapture","",NewReal1,284,false
"Rapuzel","",JazzLTD,292,false
"Rattler's Groove","",Library,199,false
"Re-Re","",RealBk3,247,false
"Re: Person I Knew","",EvansBk,60,false
"Re: Person I Knew","",HLBook,287,false
"Re: Person I Knew","",NewReal1,286,false
"Re: Person I Knew","",RealBk3,248,false
"Reach Out I'll Be There","",NewReal3,309,false
"Ready Rudy","",JazzLTD,284,false
"Real Guitarist","",RealBk1,358,false
"Real Life","",NewReal3,311,false
"Real Love","",Standard,354,false
"Realidad y fantasia","",CubanBk1,135,false
"Rebel Without A Cause","",JazzLTD,284,false
"Recado Bossa Nova (The Gift)","",BluesBk,204,false
"Recado Bossa Nova","",ColoBk,177,false
"Recado Bossa Nova","",RealBk2,302,false
"Recado","",TheBook,258,false
"Receipt Please","",JazzLTD,283,false
"Recorda-Me","",ColoBk,178,false
"Recordame","",RealBk1,359,false
"Red Clay","",HLBook,287,false
"Red Clay","",RealBk1,362,false
"Red Clay","",Standard,358,false
"Red Cross","",JazzFake,314,false
"Red Cross","",RealBk2,303,false
"Red Roses For A Blue Lady","",TheBook,188,false
"Red Sails In The Sunset","",JazzFake,313,false
"Red Sails In The Sunset","",TheBook,495,false
"Red Sails In The Sunset","Hugh Williams, Jimmy Kennedy",openbook jazz standards,128,false
"Red Top","",JazzFake,314,false
"Red's Blues","",NewReal3,314,false
"Reflections","",JazzLTD,286,false
"Reflections","",RealBk1,A11,false
"Reincarna11on Of A Lovebird","",NewReal1,287,false
"Reincarnation Blues","",JazzLTD,286,false
"Reincarnation Of A Lovebird","",RealBk1,360,false
"Relaxin' At Carmarillo","",RealBk3,249,false
"Relaxin'","",ColoBk,179,false
"Release Me","",TheBook,390,false
"Relentless","",NewReal3,315,false
"Remark You Made","",RealBk2,304,false
"Remember Hymn","",NewReal2,308,false
"Remember Rockefeller At Attica","",JazzLTD,287,false
"Remember Rockefeller At Attica","",NewReal1,290,false
"Remember","",HLBook,290,false
"Remembering The Rain","",EvansBk,61,false
"ReMind Me Of You","",RealBk2,364,false
"Remind Me","",HLBook,289,false
"Resemblance","",HLBook,290,false
"Resonant Emotions","",JazzLTD,288,false
"Respect","",NewReal3,317,false
"Retsim B","",JazzLTD,289,false
"Retugiate en mi","",CubanBk1,136,false
"Revelation","",JazzFake,316,false
"Revelation","",NewReal3,319,false
"Reverie","",JazzLTD,290,false
"Rhinestone Cowboy","",TheBook,193,false
"Rhyth-A-Ning","",ColoBk,180,false
"Rhythm-A-Ning","",JazzLTD,297,false
"Rhythm-A-Ning","",RealBk2,309,false
"Richards Tune","",JazzLTD,289,false
"Richlands Woman Blues","",BluesBk,206,false
"Rick's Tricks","",Library,96,false
"Riddles","",NewReal3,323,false
"Ridin' High","",HLBook,291,false
"Rifftide","",HLBook,292,false
"Right as the Rain","",HLBook,294,false
"Ring Dem Bells","",HLBook,294,false
"Ring My Bell","",TheBook,180,false
"Rio","",JazzLTD,291,false
"Rio","",NewReal1,291,false
"Riot","",JazzLTD,291,false
"Rise","",TheBook,56,false
"Ritmo De La Noche","",HLBook,293,false
"Ritual","",NewReal3,325,false
"River People","",NewReal1,294,false
"River","",JazzFake,315,false
"Riverboat Shuffle","",HLBook,295,false
"Rivers","",JazzLTD,102,false
"Riviera","",Library,201,false
"Road Song","",RealBk1,A12,false
"Robbin's Nest","",NewReal1,297,false
"Robbin's Nest","",RealBk2,306,false
"Robbins' Nest","",JazzFake,316,false
"Roberta","",BluesBk,208,false
"Rock-A-Bye Your Baby With A Dixie Melody","",JazzFake,317,false
"Rocker (Rock Salt)","",HLBook,298,false
"Rocker","",JazzLTD,294,false
"Rocker","",Library,107,false
"Rockin' Chair","",JazzFake,318,false
"Rockin' Chair","",NewReal2,309,false
"Rockin' in Rhythm","",HLBook,296,false
"Rockin' In Rhythm","",Standard,360,false
"Rockin’ Chair","",BluesBk,209,false
"Romulus","",TheBook,316,false
"Room 608","",JazzFake,317,false
"Room 608","",Library,202,false
"Room 608","",RealBk3,252,false
"Rosetta","",JazzFake,318,false
"Rosetta","",NewReal2,310,false
"Rosetta","",TheBook,212,false
"Rosewood","",RealBk3,250,false
"Rotation","",JazzLTD,295,false
"Rouge","",JazzLTD,296,false
"'Round Midnight","",ColoBk,181,false
"'Round Midnight","",JazzFake,322,false
"'Round Midnight","",RealBk1,364,false
"'Round Midnight","",Standard,362,false
"'Round Midnight","Cootie Williams, Thelonious Monk, Bernie Hanighen",openbook jazz standards,129,false
"Round Trip","",RealBk2,307,false
"Route 4","",JazzLTD,296,false
"Route 66","",JazzFake,319,false
"Royal Garden Blues","",JazzFake,320,false
"Rubberneck","",Library,103,false
"Rubberneck","",RealBk2,308,false
"Ruby My Dear","",JazzLTD,297,false
"Ruby My Dear","",NewReal1,299,false
"Ruby","",JazzFake,322,false
"Ruby","",NewReal3,327,false
"Rush Hour","",NewReal1,301,false
"Russ job","",Library,109,false
"Rustic Hop","",Library,109,false
"S'Wonderful","",TheBook,187,false
"S-H-I-N-E","",JazzFake,321,false
"S.O.S.","",JazzFake,323,false
"Sabia","",Standard,366,false
"Sabra","",JazzLTD,298,false
"Sack 0' Woe","",JazzLTD,298,false
"Sack Of Woe","",ColoBk,163,false
"Sack Of Woe","",JazzFake,324,false
"Sad Eyes","",JazzLTD,299,false
"Sade Samba","",NewReal1,202,false
"Sadiga","",JazzLTD,299,false
"Safari","",JazzLTD,300,false
"Safari","",NewReal1,303,false
"Saga Of Harrison Crabpeathers","",RealBk1,365,false
"Sail Away","",NewReal3,329,false
"Sailing At Night","",NewReal2,311,false
"Saint James Infirmary","",ColoBk,199,false
"Saint James Infirmary","",RealBk2,325,false
"Saint Thomas","",JazzLTD,303,false
"Saint Thomas","",RealBk2,315,false
"Saint Thomas","",RealBk3,253,false
"Salt Peanuts","",ColoBk,185,false
"Salt Peanuts","",JazzFake,324,false
"Salt Peanuts","",RealBk2,310,false
"Salty Dog","",BluesBk,212,false
"Salute To Charlie Christian","",Library,105,false
"Salute To The Bandbox","",JazzLTD,301,false
"Sam's Tune","",Library,203,false
"Samantha's Bossa","",ColoBk,186,false
"Samba Cantina","",HLBook,298,false
"Samba De Orfeu","",JazzFake,326,false
"Samba De Orfeu","",RealBk3,254,false
"Samba De Orpheus","",ColoBk,187,false
"Samba Du Bois","",RealBk2,311,false
"Samba for Carmen","",CubanBk1,138,false
"Sambacide","",RealBk3,258,false
"Same Shame","",RealBk1,366,false
"San Antonio Rose","",TheBook,393,false
"San Francisco Bay Blues","",BluesBk,210,false
"San Francisco","",TheBook,119,false
"Sandu","",ColoBk,188,false
"Sandu","",NewReal1,307,false
"Sandu","",RealBk2,312,false
"Sans Souci","",JazzLTD,302,false
"Santa Isabel de Las Lajas","",CubanBk1,140,false
"Santa Lucia","",TheBook,466,false
"Santurce","",RealBk3,256,false
"Sascha's Tune","",ColoBk,189,false
"Satellite","",ColoBk,190,false
"Satin Doll","",ColoBk,191,false
"Satin Doll","",JazzFake,324,false
"Satin Doll","",NewReal1,308,false
"Satin Doll","",RealBk1,367,false
"Satin Doll","",TheBook,343,false
"Satin Doll","Duke Ellington, Billy Strayhorn, Johnny Mercer",openbook jazz standards,130,false
"Saturday Night Fish Fry","",JazzFake,326,false
"Save Your Love For Me","",NewReal1,309,false
"Saving All My Love For You","",Standard,368,false
"Say It Isn't So","",HLBook,299,false
"Say It With Music","",TheBook,209,false
"Say Si Bon","",TheBook,433,false
"Schizophrenia","",JazzLTD,304,false
"Schon ist die Liebe im Hafen","",TheBook,451,false
"Scotch 'N' Soda","",RealBk1,368,false
"Scotch And Water","",JazzLTD,305,false
"Scourn'","",JazzLTD,305,false
"Scrapple From The Apple","",ColoBk,192,false
"Scrapple From The Apple","",JazzFake,327,false
"Scrapple From The Apple","",RealBk1,369,false
"Scrapple The Apple","",Library,110,false
"Se tue","",CubanBk1,141,false
"Sea Journey","",RealBk1,370,false
"Seabrook Revisited","",RealBk3,259,false
"Search For Peace","",NewReal1,312,false
"Searching Finding","",HLBook,300,false
"Seaside","",Library,105,false
"Second Hand Rose","",JazzFake,325,false
"Secret Love","",ColoBk,195,false
"Secret Love","",RealBk3,260,false
"Secret Love","",Standard,370,false
"Section Blues","",Library,205,false
"See See Rider","",BluesBk,213,false
"Seeds Of Sin","",JazzLTD,306,false
"Seems Like Old Times","",HLBook,302,false
"Seems To Me","",RealBk3,262,false
"Segment","",HLBook,300,false
"Self Portrait In 3 Colors","",RealBk1,372,false
"Self Portrait In Three Colors","",NewReal1,313,false
"Semblence","",RealBk1,373,false
"Send One Your Love","",JazzLTD,309,false
"Senor Blues","",JazzFake,328,false
"Senor Blues","",Library,204,false
"Senor Blues","",NewReal2,315,false
"Senor Carlos","",HLBook,301,false
"Senor Mouse","",HLBook,303,false
"Sentimental jorney","",JazzFake,329,false
"Sentimental Journey","",TheBook,128,false
"September In The Rain","",RealBk2,313,false
"September In The Rain","",Standard,372,false
"September Song","",JazzFake,330,false
"September Song","",NewReal2,318,false
"September Song","",RealBk2,314,false
"September Song","",TheBook,52,false
"Serenade In Blue","",BluesBk,214,false
"Serenade In Blue","",Standard,374,false
"Serenade To A Bus Beat","",JazzFake,331,false
"Serenade To A Bus Seat","",Library,200,false
"Serenade To A Cuckoo","",RealBk1,377,false
"Serenade To A Cuckoo","Roland Kirk",openbook jazz standards,131,false
"Serenade To A Soul Sister","",RealBk2,316,false
"Serenata","",JazzLTD,308,false
"Serenata","",NewReal3,333,false
"Serene","",RealBk2,315,false
"Serengeti Walk (Slippin' in the Back Door)","",HLBook,302,false
"Serenity","",RealBk2,319,false
"Sermonette","",JazzFake,330,false
"Sermonette","",Library,205,false
"Serpent's Tooth","",RealBk3,263,false
"Seven Come Eleven","",JazzFake,332,false
"Seven Come Eleven","",RealBk1,378,false
"Seven Eleven","",BluesBk,216,false
"Seven Steps To Heaven","",ColoBk,193,false
"Seven Steps To Heaven","",NewReal2,319,false
"Seven Steps To Heaven","",RealBk1,379,false
"Seventeen West","",RealBk2,317,false
"Seventh Avenue","",JazzLTD,313,false
"Seventh Son (Original Version)","",BluesBk,219,false
"Seventh Son (Version 2)","",BluesBk,220,false
"Sextet","",Library,117,false
"Sey40r Mouse","",RealBk1,374,false
"Sgt. Peppers Lonely Hearts Club Band","",TheBook,247,false
"Shades Of Light","",RealBk1,380,false
"Shake Rattle And Roll","",JazzFake,332,false
"Shake That Thing","",BluesBk,221,false
"Shake Your Money Maker","",BluesBk,222,false
"Shaker Song","",HLBook,304,false
"Shaker Song","",NewReal1,315,false
"Shaky Jake","",JazzLTD,310,false
"Shall We Dance","",TheBook,197,false
"Shank's Pranks","",Library,111,false
"Shaw 'Nuff","",NewReal1,317,false
"Shaw Nuff","",RealBk3,264,false
"She Ain’t Nothing But Trouble","",BluesBk,223,false
"She's Funny That Way","",JazzFake,334,false
"Sheba","",ColoBk,196,false
"Shifting Down","",ColoBk,197,false
"Shine On Harvest Moon","",TheBook,109,false
"Shiny Stockings","",JazzFake,338,false
"Shiny Stockings","",RealBk2,318,false
"Shiny Stockings","",Standard,376,false
"Ships","",TheBook,331,false
"Shirley","",JazzLTD,311,false
"Shivers","",JazzFake,335,false
"Shoo Fly Pie And Apple Pan Dowdy","",JazzFake,336,false
"Short Count","",JazzLTD,311,false
"Short Politician","",JazzLTD,312,false
"Short Riff","",RealBk2,356,false
"Short Stop","",Library,102,false
"Short Stop","",RealBk2,322,false
"Short Story","",NewReal3,337,false
"Show-Type Tune","",EvansBk,62,false
"Shutter Bug","",RealBk2,322,false
"Si Ihouette","",HLBook,307,false
"Si me comprendieras","",CubanBk1,142,false
"Si Si","",Library,114,false
"SI te contara","",CubanBk1,143,false
"Si Tu Vois Me Mere","",JazzFake,162,false
"Siboney","",CubanBk1,144,false
"Sid's Ahead","",JazzLTD,312,false
"Side By Side","",JazzFake,337,false
"Sidewinder","",RealBk1,382,false
"Siempre está en mi corazon","",CubanBk1,146,false
"Signal","",Library,113,false
"Silver Hollow","",HLBook,306,false
"Silver's Serenade","",ColoBk,196,false
"Silver's Serenade","",NewReal2,321,false
"silver's Serenade","",RealBk2,320,false
"Silverware","",Library,206,false
"Simantov And Mazeltov","",TheBook,315,false
"Simbah","",Library,83,false
"Simka Dance","",TheBook,309,false
"Simone","",RealBk2,321,false
"Simple Samba","",HLBook,308,false
"Simple Samba","",NewReal1,319,false
"Simple Waltz","",ColoBk,199,false
"Sin un reproche","",CubanBk1,186,false
"Since I Fell For You","",Standard,378,false
"Since We Met","",EvansBk,66,false
"Since We Met","",NewReal3,339,false
"Sing Me Softly Of The Blues","",NewReal2,326,false
"Sing Me Softly Of The Blues","",RealBk1,383,false
"Sing No Blues","",JazzLTD,326,false
